fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,Actual Quality,Predicted Quality
1.2440323046544366,0.20603430211576787,0.5096624666022698,-0.4411977421033598,0.4462887089164263,0.43617548771968967,0.7255999213696567,-0.14731114498303802,0.9411856960779957,1.639402120456828,0.5145488074483376,3,3
-0.33020893679415403,0.7813669045235344,0.22381769420798325,0.621124955105318,0.6223871461407312,0.11608394205868142,1.2895797988849254,1.630492660689829,-0.9845068309943859,1.1495593992504793,1.3604506653982553,4,4
-0.7030555466109256,-0.31450471911030625,-0.24392829698266766,-1.529815555579579,-0.8184182493308532,-1.353486150166353,-0.9982819343274564,-1.061562751453423,-0.45931795997464564,-1.2016856625399954,-1.9385665806064238,5,5
-0.8273377498831826,1.4936834598855306,1.3671967837851298,1.1154731409350986,-0.45821690046295727,0.2495634125165106,0.2913853254065737,1.552365705227819,-1.6264043400185157,0.5127638616822257,2.375532894938156,9,9
-0.4130637389756585,1.3840962975221467,0.6136060202001923,-0.1256563468928615,0.4462887089164263,1.689327409396593,1.475243970951899,1.2423512968519514,1.1746029720867697,0.6107324059234955,0.5991389932433291,3,3
0.20834727738562714,1.1101283916136861,0.3537471362053864,0.8682990480202081,1.63095092297084,0.6681446645347525,1.1398506278631726,1.347905800508068,0.8244770580736087,1.3699886237933365,1.4450408511932467,7,3
0.24977467847637935,1.6854609940214524,-0.21794240858318703,1.4467916059061217,0.6704139926564503,1.6012050405506473,1.8425795371919325,0.8217955578755695,-1.6847586590207078,1.3699886237933365,1.4450408511932467,7,7
0.49833908502089347,1.3566995069313006,0.17184591740902203,0.9471843968228326,1.062633239201493,0.902705675727637,0.8613543697627126,0.7087608138028652,-0.3426093219702587,0.8066694944060353,1.022089922218288,8,9
-0.5787733433386681,0.5621925797967661,1.1073378997903236,1.089178024667557,0.3422305414657007,-0.648507199398788,0.6866703369040011,0.21007811936447335,-0.7510895549856145,1.5659257122758756,-0.2467628647065886,4,4
1.534024112289703,1.0553348104319942,1.0813520113908428,0.7788956527105672,-0.3461542585929451,0.8767873319494177,-1.0531826303687657,0.21257153283666316,0.18257954904948154,0.7087009501647654,0.3453684358583532,9,9
0.7054760904746553,-0.23231434733776846,1.5490980025814935,0.4896493737676103,0.7584632112686027,0.48930809246503915,1.4512873035884182,-0.09661173771513493,0.00751659204290233,0.635224541983813,0.17618806426837025,5,5
1.0368952992006746,1.3566995069313006,0.4836765782027892,0.42128207147200214,-0.29012293765793895,1.5571438561276745,-0.2965512194721751,-0.16393390146431588,-0.9845068309943859,1.0760829910695269,0.6837291790383205,3,4
-1.2001843596999537,1.575873831658069,-0.13998474338474517,0.21618016458517833,0.19815000191854237,1.060807572774775,1.3005599380931874,0.5840901401932626,-0.16754636496367947,0.7821773583457178,-0.33135305050158004,4,8
-0.33020893679415403,0.014256767979845897,0.43170480140382794,0.5474986295562018,-0.1540468725300672,-0.1858647629575736,0.30935282592918417,0.49515839301842407,-0.9845068309943859,0.34131890926000336,2.0371721517581887,8,8
0.9954678981099216,1.3566995069313006,-0.5557589577764348,0.6737151876404011,1.9671388485808763,1.0646953243415076,1.3404877170323215,1.1193428988904695,0.06587091104509453,0.29233463713936847,0.9374997364232964,9,8
0.581193887202398,0.26082788329745993,0.24980358260746388,0.22143918783868669,0.20615447633782896,1.3847868700025163,0.42813796827310774,0.8625213112547132,-0.8677981929900015,1.7128785286377806,-0.6697137936815474,3,3
1.2854597057451889,0.15124072093407578,0.7175495737981148,-0.2676499747375857,-0.14604239811078062,1.051736152452398,0.033851151249159175,0.32643741473343696,-1.2762784260053546,0.5127638616822257,0.2607782500633617,7,9
-1.4487487662444682,-1.602153876880069,-1.309349721361372,-1.5403336020865956,-1.4267583051966333,-1.2498127750534758,-1.3276861105753124,-1.7414334915377603,-0.6927352359834197,-1.177193526479678,1.2758604796032638,7,6
0.6226212882931509,0.39781183625169014,1.2892391185866878,0.9208892805552912,0.2221634251764021,-0.05108937531083315,0.663711864013999,0.00811162811693048,-0.45931795997464564,1.1495593992504793,-1.1772549084514976,8,8
1.8654433210157222,0.4526054174333819,0.9774084577929204,1.1049550944280817,0.8064900577843223,0.0655431716911537,-0.7706935943743921,0.4735488095927665,0.7077684200692217,-0.6138743970923768,-0.6697137936815474,3,3
-0.993047354246192,-1.465169923925839,-0.9715331721681243,-0.909250811665599,-1.0745614307480238,-1.055425196716831,-0.3095277476273938,-1.0033831037689411,-1.5680500210163208,-1.4710991592034877,-2.0231567664014154,6,6
-1.3658939640629635,-1.519963505107531,-1.4132932749592946,-0.7462210908068414,-1.202633021456609,-1.1072618842732698,-0.9084444317144047,-0.8205327824748659,0.8244770580736087,-1.5935598395050747,-2.1077469521964067,5,5
-1.2830391618814587,-1.465169923925839,-1.0494908373665661,-1.493002392805021,-0.2180826678843599,-0.8610376183801863,-0.7187874817535179,-1.3524609898758135,-0.3426093219702587,-1.6670362476860268,-1.6002058374264565,6,6
1.1611775024729314,0.9457476480686106,-0.659702511374357,1.210135559498248,-0.10602002601434769,0.2482674953275997,1.217709796794484,1.3745022108781235,-1.451341383011934,1.1985436713711142,1.783401594373214,4,4
1.3683145079266932,1.4388898787038387,0.09388825221058014,1.1417682572026402,-0.0019618585636220695,1.1035728400088367,0.6786847811161743,1.1575752387974232,0.12422523004728933,-0.05055526770507557,-0.5851236078865559,7,7
-0.6202007444294204,-1.3555827615624547,-1.3613214981603332,-0.7251849977928082,-1.2426553935530418,-1.055425196716831,0.23947921278569953,-0.8172082311786067,-0.8094438739878067,-1.1282092543590432,-1.8539763948114325,6,6
-0.7444829477016778,-1.3829795521533008,-1.4392791633587751,-1.582405788114662,-1.2506598679723284,-1.4182820096119013,-1.2677944421666114,-1.4189520158009343,0.7077684200692217,-1.4710991592034877,-0.33135305050158004,5,6
-0.5373459422479159,0.09644713975238402,1.4451544489835717,1.0102926758649324,1.8150538346144311,0.9636137836064527,0.2664304635696149,0.9123895806985468,1.6997918431065124,0.5617481338028606,0.5991389932433291,9,8
-1.0344747553369444,-1.0268212744723026,-1.3873073865598138,-1.358897299840559,-1.474785151712353,-1.3405269782772433,-1.3875777789840136,-1.7007077381586257,-1.8598216160272896,-1.177193526479678,1.6142212227832298,7,7
-1.0344747553369444,-1.2733923897899169,-0.2699141853821483,-1.1090936952989146,-1.2746732912301881,-0.9258334778257346,-0.6888416475491674,-1.020005860250219,-0.5760265979790327,-1.3976227510225352,-2.276927323786391,5,5
0.8711856948376651,1.4662866692946848,1.0293802345918817,0.7946727224710919,0.03806051353281064,-0.04331387217736743,0.6906631147979143,-0.9452034560844593,-0.9261525119921936,0.9536223107679396,0.6837291790383205,4,7
-0.2887815357034018,0.34301825506999806,0.5096624666022698,0.8262268619921418,-0.1540468725300672,0.17828796712640751,0.41017046775049787,0.9822051579199176,-0.3426093219702587,-0.8343036216352337,0.9374997364232964,7,4
0.9954678981099216,-0.5062822532462286,0.8474790157955179,-0.09410220737181162,0.030056039113524054,1.6284193015177775,-0.16578774344651115,0.23667452973452902,-1.451341383011934,1.3699886237933365,-0.5005334220915645,9,8
0.16691987629487418,-0.17752076615607637,0.5356483550017505,0.9366663503158162,0.09409183446781674,0.1096043561141266,-0.8755040140896191,-0.07915784340978763,2.166626395124058,0.29233463713936847,-0.07758249311660564,3,3
0.24977467847637935,-0.06793360379269221,1.1593096765892847,0.36343281568341107,1.006601918266487,-0.39709926475006085,0.8144392295092303,0.9182075454669959,0.4159968250582555,1.2475279434917492,1.4450408511932467,4,4
0.6640486893839032,0.2334310927066139,0.9774084577929204,0.21092114133166995,-0.17806029578792698,0.8430934850377327,0.7665258947822693,0.5200925277403409,0.6494141010670296,0.29233463713936847,0.007007692678387317,4,4
0.12549247520412193,0.34301825506999806,0.9774084577929204,1.005033652611424,-0.37817215627009143,0.39988980643018285,1.4572764704292884,1.3728399352299847,-2.2099475300404507,0.07190541259651177,1.8679917801682056,8,8
1.534024112289703,0.9457476480686106,0.5356483550017505,1.0839190014140487,1.2147182531679377,-0.06923221595558673,1.2606321591540532,0.9664135392627092,-0.9845068309943859,0.267842501079051,-0.6697137936815474,3,3
-0.20592673352189664,1.3019059257496084,-0.010055301387342052,-0.06254806785076171,1.190704829910078,0.6331549004341566,0.635762418756605,0.11782182089337556,-0.6343809169812274,1.3699886237933365,1.2758604796032638,8,8
0.20834727738562714,1.6580642034306063,0.32776124780590576,-0.6305225792296587,0.16613210424139602,0.7938486318591159,0.5030025537839841,1.568988461709097,0.12422523004728933,0.586240269863178,0.2607782500633617,9,3
1.6583063155619604,1.4936834598855306,0.6136060202001923,0.7683776062035503,0.7504587368493162,0.49189992684286127,0.8284139521379269,0.4993140821387528,-1.3346327450075468,0.7576852222854004,0.5991389932433291,4,8
1.9482981231972267,-0.2871079285194602,1.1593096765892847,0.13729481578255373,0.10209630888710333,-0.3245279021710467,0.4481018577426748,1.1002267289370016,-0.3426093219702587,-0.19750808406698037,0.5991389932433291,3,3
-1.2001843596999537,-1.6295506674709148,-1.0754767257660467,-1.2195331836225891,-1.2106374958758954,-1.1072618842732698,-0.5291305317926311,-1.1779220468223774,0.8244770580736087,-1.177193526479678,-1.2618450942464892,6,6
-0.4959185411571637,0.2334310927066139,0.45769068980330857,0.12151774602202897,0.04606498795209723,0.4128489783192925,0.41516144011788964,0.44279671010240057,1.8165004811108996,-0.44242944467015477,1.6142212227832298,4,4
-0.993047354246192,-1.602153876880069,-1.2833638329618915,-0.9723590907076985,-1.1786195981987493,-1.0489456107722763,-8.746084910483621e-05,-0.9452034560844593,-0.10919204596148467,-1.2996542067812653,-1.8539763948114325,7,7
-1.4901761673352205,-1.684344248652607,-1.2054061677634496,-1.5876648113681702,-1.146601700521603,-1.4053228377227915,-1.4674333368622816,-1.5768682023730927,0.9411856960779957,-1.3731306149622178,-0.33135305050158004,7,6
0.9540404970191695,0.9183508574777646,0.8474790157955179,0.13203579252904535,0.38225291356213364,0.725165020846835,1.3614498009753664,-0.004355439244037158,-1.1012154689987728,1.1495593992504793,-0.41594323629657154,7,7
0.29120207956713157,1.027938019841148,0.7435354621975954,0.0741865367404543,-0.4261990027858109,0.6836956708016839,0.6916613092713929,1.411903412961008,-0.9261525119921936,1.0515908550092095,-0.07758249311660564,4,4
